Keyword,EndRank,EndClicks,SearchVolume,03/2021,04/2021,05/2021,06/2021,07/2021,08/2021,09/2021,10/2021,11/2021,12/2021,01/2022,02/2022,03/2022,04/2022,05/2022,06/2022,07/2022,08/2022,09/2022,10/2022,11/2022,12/2022,01/2023,02/2023,03/2023,04/2023,05/2023,06/2023,07/2023,08/2023,09/2023,10/2023,11/2023,12/2023,01/2024,02/2024,03/2024,04/2024,05/2024,06/2024,07/2024,08/2024,09/2024,10/2024,11/2024,12/2024,description,TF-IDF_score
student aut,51,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,47.0,52.0,,67.0,,60.0,,54.0,,65.0,,57.0,,51.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0023593904559878285
uoa student hubs,29,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,35.0,,,91.0,,68.0,,57.0,,64.0,,29.0,,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.001997520247905759
jobs for students palmerston north,79,0,0.0,,,,,,,,,,,,,,,,,58.0,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,95.0,,79.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0022450497929351887
student portal massey,33,0,0.0,,,,,44.0,,62.0,,,,51.0,,,40.0,,30.0,32.0,,28.0,20.0,,24.0,,24.0,27.0,,21.0,28.0,,30.0,,30.0,35.0,,46.0,55.0,,43.0,,38.0,,38.0,,33.0,,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0021855115709496255
new zealand exchange student programs,95,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002180858713039458
student accommodation wellington new zealand,60,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,82.0,,86.0,,91.0,,60.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0024000281999934574
student visa of new zealand,68,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,62.0,,66.0,,66.0,,68.0,,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0025081401896295203
student deals on laptops,53,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,42.0,,46.0,,38.0,,28.0,,62.0,,,53.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002007437761483613
student hub aut,28,0,0.0,,,,,,,,,77.0,,,,66.0,,,,72.0,,,92.0,,44.0,62.0,,65.0,37.0,,55.0,76.0,,69.0,,72.0,,,,,,,,,,,50.0,,28.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002147497818733399
student lending,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0018981629453531119
auckland student jobs,72,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002429250605040349
student job search number,7,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0022453942137493515
student health waikato,80,0,0.0,,,,,,,,,,,,,,56.0,,60.0,92.0,,83.0,84.0,,79.0,,,82.0,,,,,,,,,,,,,,,,,,,,80.0,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002086647647739758
aut students,70,0,0.0,,61.0,,,61.0,,60.0,,52.0,,,59.0,,,91.0,65.0,,,,53.0,52.0,,52.0,59.0,,38.0,,40.0,52.0,,44.0,64.0,,79.0,60.0,,65.0,,40.0,,51.0,,72.0,,70.0,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0023593904559878285
aut student mail,26,0,0.0,,,,,,,,20.0,,,24.0,,,34.0,,15.0,,21.0,16.0,,14.0,,17.0,26.0,,32.0,21.0,,19.0,,35.0,33.0,,29.0,33.0,,24.0,,26.0,,16.0,,30.0,,26.0,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.00213271535718693
student documents,2,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002075836387319681
student mail aut,27,0,0.0,,,,,35.0,,25.0,,21.0,,,24.0,,,27.0,,13.0,20.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.00213271535718693
student jobs palmerston north,93,0,0.0,,63.0,,,76.0,,,,71.0,,,66.0,,,,,68.0,,,62.0,60.0,,64.0,,73.0,50.0,,81.0,,66.0,,,65.0,,,,,,,,88.0,,,95.0,,93.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0022126873124477856
student accommodation dunedin,92,0,0.0,,,,,56.0,,53.0,,81.0,,86.0,,,86.0,,84.0,,92.0,,,93.0,,,,,,,,,,,,,92.0,,86.0,,90.0,,,73.0,,,,,92.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.002209515037731922
student job search dunedin,91,0,0.0,,,,,57.0,,56.0,75.0,,,55.0,,,85.0,,52.0,,78.0,77.0,,65.0,64.0,,72.0,,55.0,38.0,,45.0,45.0,,46.0,85.0,,,,,,82.0,,98.0,,,,91.0,,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0022013904266210776
student concession card,19,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,18.0,,,,,,19.0,"We help students make informed choices about their student finance, how to apply for it and manage it online.",0.0020018059558515287
